URL	عدد الدومينات	الحالة
https://github.com/ShadowWhisperer/BlockLists/raw/master/RAW/Ads	27817	OK
https://github.com/PetrichorA/filter-4400e6cd/raw/main/block.txt	6235	OK
https://github.com/ramazansancar/notes/raw/main/piHoleAdList.txt	64	OK
https://github.com/easylist/easylist/raw/gh-pages/easyprivacy.txt	51733	OK
https://raw.githubusercontent.com/Lerist/Go-Hosts/master/hosts-ad	4288	OK
https://raw.githubusercontent.com/bkrcrc/turk-adlist/master/hosts	1213	OK
https://blocklistproject.github.io/Lists/alt-version/abuse-nl.txt	434677	OK
https://blocklistproject.github.io/Lists/alt-version/fraud-nl.txt	256091	OK
https://github.com/BlackJack8/iOSAdblockList/raw/master/Hosts.txt	14365	OK
https://github.com/flavourfuldev/adsbegone/raw/main/BLOCKLIST.txt	6173	OK
https://blokada.org/blocklists/ddgtrackerradar/standard/hosts.txt	12225	OK
https://github.com/Defensecenter/IOCs-MispAso/raw/main/DOMAIN.txt	2260	OK
https://github.com/VernonStow/Filterlist/raw/master/Filterlist.txt	182	OK
https://raw.githubusercontent.com/VeleSila/yhosts/master/hosts.txt	6717	OK
https://github.com/Th3M3/blocklists/raw/master/tracking%26ads.list	991	OK
https://cdn.jsdelivr.net/gh/neoFelhz/neohosts@gh-pages/basic/hosts	4827	OK
https://github.com/minoplhy/filters/raw/main/Resources/blocked.txt	147	OK
https://browser.coccoc.com/js/android_abp_custom_rules_premium.txt	6977	OK
https://github.com/LiviaMedeiros/hosts.pub/raw/master/hosts-filter	3452	OK
https://github.com/curutpilek12/adguard-custom-list/raw/main/custom	207	OK
https://github.com/jakejarvis/ios-trackers/raw/master/blocklist.txt	574	OK
https://github.com/pirat28/IHateTracker/raw/master/iHateTracker.txt	370	OK
